Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
14,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
15,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
16,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
17,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
18,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
19,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
20,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
21,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
22,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
23,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
24,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
25,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
26,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
27,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
28,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
29,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
30,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,30,Municipality as Employer,Inclusive Workplace,City,NA,2
31,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
32,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,32,Municipal Services,Human Rights Commission,County,NA,0
33,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,33,Municipal Services,Human Rights Commission,City,NA,0
34,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
35,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
36,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
37,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
38,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
39,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
40,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
41,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
42,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
43,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
44,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
45,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,0
46,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
47,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
48,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
49,1,Auburn,AL,https://www.hrc.org/resources/municipalities/auburn-al,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
50,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
51,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
52,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
53,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
54,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
55,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
56,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
57,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
58,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
59,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
60,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
61,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
62,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
63,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
64,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
65,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
66,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
67,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
68,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
69,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
70,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,1
71,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
72,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
73,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
74,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
75,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
76,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
77,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
78,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
79,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,30,Municipality as Employer,Inclusive Workplace,City,NA,2
80,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
81,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,32,Municipal Services,Human Rights Commission,County,NA,0
82,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,33,Municipal Services,Human Rights Commission,City,NA,5
83,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
84,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
85,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
86,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
87,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
88,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
89,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
90,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
91,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
92,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
93,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
94,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
95,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
96,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
97,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
98,2,Birmingham,AL,https://www.hrc.org/resources/municipalities/birmingham-al,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
99,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
100,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
101,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
102,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
103,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
104,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
105,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
106,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
107,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
108,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
109,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
110,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
111,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
112,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
113,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
114,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
115,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
116,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
117,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
118,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
119,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
120,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
121,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
122,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
123,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
124,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
125,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
126,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
127,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
128,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,30,Municipality as Employer,Inclusive Workplace,City,NA,0
129,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
130,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,32,Municipal Services,Human Rights Commission,County,NA,0
131,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,33,Municipal Services,Human Rights Commission,City,NA,0
132,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
133,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
134,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
135,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
136,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
137,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
138,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
139,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
140,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
141,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
142,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
143,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
144,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
145,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
146,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
147,3,Florence,AL,https://www.hrc.org/resources/municipalities/florence-al,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
148,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
149,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
150,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
151,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
152,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
153,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
154,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
155,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
156,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
157,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
158,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
159,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
160,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
161,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
162,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
163,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
164,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
165,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
166,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
167,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
168,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
169,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
170,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
171,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
172,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
173,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
174,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
175,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
176,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
177,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,30,Municipality as Employer,Inclusive Workplace,City,NA,0
178,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
179,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,32,Municipal Services,Human Rights Commission,County,NA,0
180,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,33,Municipal Services,Human Rights Commission,City,NA,0
181,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
182,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
183,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
184,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
185,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
186,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
187,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
188,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
189,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
190,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
191,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
192,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
193,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
194,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
195,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
196,4,Hoover,AL,https://www.hrc.org/resources/municipalities/hoover-al,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
197,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
198,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
199,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
200,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
201,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
202,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
203,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
204,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
205,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
206,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
207,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
208,5,Huntsville,AL,https://www.hrc.org/resources/municipalities/huntsville-al,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
